Locality,Species,Geo_group,Habitat,Geograhical.location,Original.folder,Original.file..the.orinal.names.are.before.the.first.underscore.,number.encounters.analyzed,Contour.name,name,finalcategory,Behavioural.state,Group.size,av.group.size,calves,otherspecies,samp.rate.khz
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel5,5,PAC_90,original_PAC_90.ctr,12,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel6,5,PAC_91,original_PAC_91.ctr,22,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel7,5,PAC_92,original_PAC_92.ctr,261,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel7,5,PAC_93,original_PAC_93.ctr,23,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel8,5,PAC_94,original_PAC_94.ctr,23,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel9,5,PAC_95,original_PAC_95.ctr,48,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel10,5,PAC_96,original_PAC_96.ctr,367,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel10,5,PAC_97,original_PAC_97.ctr,48,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel10,5,PAC_98,original_PAC_98.ctr,69,feeding,30,NA,yes,no,96
Pará Coast,Sotalia guianensis,S S America,Marine,Para,Bragança,160806_0137S3_sel11,5,PAC_99,original_PAC_99.ctr,7,feeding,30,NA,yes,no,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-11_1,NA,PE_1,original_PE_1.ctr,155,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-6_1,NA,PE_10,original_PE_10.ctr,89,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-5_1,NA,PE_11,original_PE_11.ctr,373,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-4_1,NA,PE_12,original_PE_12.ctr,16,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-3_2,NA,PE_13,original_PE_13.ctr,89,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-3_1,NA,PE_14,original_PE_14.ctr,89,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-2_2,NA,PE_15,original_PE_15.ctr,12,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-2_1,NA,PE_16,original_PE_16.ctr,89,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-1_2,NA,PE_17,original_PE_17.ctr,101,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-1_1,NA,PE_19,original_PE_19.ctr,89,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-10_1,NA,PE_2,original_PE_2.ctr,186,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0002_10.39_with_1_MHz_2.0_2.7-1_1,NA,PE_20,original_PE_20.ctr,24,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0006_14.35_with_1_MHz_6.0_9.9-3_1,NA,PE_21,original_PE_21.ctr,264,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0006_14.35_with_1_MHz_6.0_9.9-5_1,NA,PE_22,original_PE_22.ctr,286,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0005_9.02_with_1_MHz_5.0_5.6-2_2,NA,PE_23,original_PE_23.ctr,390,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0005_9.02_with_1_MHz_5.0_5.6-2_1,NA,PE_24,original_PE_24.ctr,264,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-19_5,NA,PE_25,original_PE_25.ctr,114,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-19_4,NA,PE_26,original_PE_26.ctr,40,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-19_1.ctr_3,NA,PE_27,original_PE_27.ctr,94,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-19_2,NA,PE_28,original_PE_28.ctr,345,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-19_1,NA,PE_29,original_PE_29.ctr,416,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-9_1,NA,PE_3,original_PE_3.ctr,26,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-9_2,NA,PE_30,original_PE_30.ctr,54,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-9_1,NA,PE_31,original_PE_31.ctr,24,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-5_2,NA,PE_32,original_PE_32.ctr,124,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-5_1,NA,PE_33,original_PE_33.ctr,177,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_with_1_MHz_4.0_4.9-1_1,NA,PE_34,original_PE_34.ctr,24,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-20_1,NA,PE_35,original_PE_35.ctr,167,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-11_2,NA,PE_36,original_PE_36.ctr,101,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-11_1,NA,PE_37,original_PE_37.ctr,40,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-9_1,NA,PE_38,original_PE_38.ctr,133,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-5_1,NA,PE_39,original_PE_39.ctr,26,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-8_3,NA,PE_4,original_PE_4.ctr,89,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-3_2,NA,PE_40,original_PE_40.ctr,416,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-3_1,NA,PE_41,original_PE_41.ctr,121,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_96_kHz_0004_13.23_with_1_MHz_4.0_4.9-1_1,NA,PE_42,original_PE_42.ctr,40,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_Tops_06_08_2014_96_kHz_81-1_1,NA,PE_43,original_PE_43.ctr,94,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_80-10_2,NA,PE_44,original_PE_44.ctr,40,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_80-10_1,NA,PE_45,original_PE_45.ctr,40,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_80-3_1,NA,PE_46,original_PE_46.ctr,133,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_78-2_1,NA,PE_47,original_PE_47.ctr,58,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_76-10_1,NA,PE_49,original_PE_49.ctr,40,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-8_2,NA,PE_5,original_PE_5.ctr,89,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_76-7_1,NA,PE_50,original_PE_50.ctr,366,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_76-3_1,NA,PE_51,original_PE_51.ctr,40,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_75-1_1,NA,PE_52,original_PE_52.ctr,32,NA,NA,NA,NA,NA,96
"Tmi Curu, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Timi_Curu_06_08_2014_96_kHz_68-3_1,NA,PE_53,original_PE_53.ctr,56,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_8-1_1,NA,PE_54,original_PE_54.ctr,24,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_7-4_2,NA,PE_55,original_PE_55.ctr,52,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_7-4_1,NA,PE_56,original_PE_56.ctr,416,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_7-1_1,NA,PE_57,original_PE_57.ctr,12,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_5-4_3,NA,PE_58,original_PE_58.ctr,284,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_5-4_2,NA,PE_59,original_PE_59.ctr,48,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-8_1,NA,PE_6,original_PE_6.ctr,186,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_5-4_1,NA,PE_60,original_PE_60.ctr,48,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Peru_Padre_Island_06_August_2014_96_kHz_5-3_1,NA,PE_61,original_PE_61.ctr,48,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Peru_Padre_Island_06_August_2014_96_kHz_5-2_3,NA,PE_62,original_PE_62.ctr,264,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_5-2_2,NA,PE_63,original_PE_63.ctr,367,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Padre_Island_06_August_2014_96_kHz_5-2_1,,NA,PE_64-2_1.ctr,original_PE_64-2_1.ctr.ctr,NA,NA,NA,NA,NA,NA,96
Psadre Island,Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Padre_Island_06_August_2014_96_kHz_5-1_1,NA,PE_65,original_PE_65.ctr,16,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-22_3,NA,PE_66,original_PE_66.ctr,416,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-22_1,NA,PE_67,original_PE_67.ctr,100,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-20_2,NA,PE_68,original_PE_68.ctr,12,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-20_1,NA,PE_69,original_PE_69.ctr,54,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-7_3,NA,PE_7,original_PE_7.ctr,101,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-19_1,NA,PE_70,original_PE_70.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-18_3,NA,PE_71,original_PE_71.ctr,54,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-18_2,NA,PE_72,original_PE_72.ctr,367,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-18_1,NA,PE_73,original_PE_73.ctr,16,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-17_1,NA,PE_74,original_PE_74.ctr,15,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-16_2,NA,PE_75,original_PE_75.ctr,48,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-16_1,NA,PE_76,original_PE_76.ctr,54,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-15_1,NA,PE_77,original_PE_77.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-14_1,NA,PE_78,original_PE_78.ctr,89,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-13_3,NA,PE_79,original_PE_79.ctr,7,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-7_2,NA,PE_8,original_PE_8.ctr,89,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-13_2,NA,PE_80,original_PE_80.ctr,101,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-13_1,NA,PE_81,original_PE_81.ctr,264,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-12_1,NA,PE_82,original_PE_82.ctr,367,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-11_1,NA,PE_83,original_PE_83.ctr,16,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-10_1,NA,PE_84,original_PE_84.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-9_2,NA,PE_85,original_PE_85.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-9_1,NA,PE_86,original_PE_86.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-8_1,NA,PE_87,original_PE_87.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-7_2,NA,PE_88,original_PE_88.ctr,158,NA,NA,NA,NA,NA,96
"Manati, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manati_8_24_15_96_kHz_0004_8.27_with_1_MHz_14.0_14.4-7_1,NA,PE_89,original_PE_89.ctr,158,NA,NA,NA,NA,NA,96
"Manco, Peru",Sotalia fluviatilis,Western Amazon,Riverine,Peru,Sotalia fluviatilis - Inia geoffrensis - Peru-Ecuador- Marie,Manco_Capac_8_21_15_96_kHz_0003_9.36_with_1_MHz_3.0_3.6-7_1,NA,PE_9,original_PE_9.ctr,89,NA,NA,NA,NA,NA,96
