Locality,Species,Geo_group,Habitat,Geograhical.location,Original.folder,Original.file..the.orinal.names.are.before.the.first.underscore.,number.encounters.analyzed,Contour.name,name,finalcategory,Behavioural.state,Group.size,av.group.size,calves,otherspecies,samp.rate.khz
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b11,NA,CO_112,original_CO_112.ctr,43,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b11,NA,CO_113,original_CO_113.ctr,36,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b14,NA,CO_114,original_CO_114.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b14,NA,CO_115,original_CO_115.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b14,NA,CO_116,original_CO_116.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b14,NA,CO_117,original_CO_117.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b15,NA,CO_118,original_CO_118.ctr,190,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b16,NA,CO_119,original_CO_119.ctr,367,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_12,original_CO_12.ctr,372,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b16,NA,CO_120,original_CO_120.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b17,NA,CO_121,original_CO_121.ctr,367,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b17,NA,CO_122,original_CO_122.ctr,367,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b22,NA,CO_123,original_CO_123.ctr,364,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b22,NA,CO_124,original_CO_124.ctr,163,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b22,NA,CO_125,original_CO_125.ctr,229,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b22,NA,CO_126,original_CO_126.ctr,33,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b22,NA,CO_127,original_CO_127.ctr,339,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b23,NA,CO_128,original_CO_128.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b23,NA,CO_129,original_CO_129.ctr,332,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_13,original_CO_13.ctr,372,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b23,NA,CO_130,original_CO_130.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b23,NA,CO_131,original_CO_131.ctr,284,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b23,NA,CO_132,original_CO_132.ctr,55,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b24,NA,CO_133,original_CO_133.ctr,229,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b24,NA,CO_134,original_CO_134.ctr,112,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b24,NA,CO_135,original_CO_135.ctr,304,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b25,NA,CO_136,original_CO_136.ctr,56,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_137,original_CO_137.ctr,155,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_138,original_CO_138.ctr,130,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_139,original_CO_139.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_14,original_CO_14.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_140,original_CO_140.ctr,24,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_141,original_CO_141.ctr,54,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_142,original_CO_142.ctr,54,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_143,original_CO_143.ctr,54,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_144,original_CO_144.ctr,98,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_145,original_CO_145.ctr,262,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_146,original_CO_146.ctr,262,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b30,NA,CO_147,original_CO_147.ctr,63,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b37,NA,CO_148,original_CO_148.ctr,63,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b37,NA,CO_149,original_CO_149.ctr,15,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_15,original_CO_15.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b37,NA,CO_150,original_CO_150.ctr,15,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b37,NA,CO_151,original_CO_151.ctr,33,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b38,NA,CO_152,original_CO_152.ctr,367,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b40,NA,CO_153,original_CO_153.ctr,229,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b47,NA,CO_154,original_CO_154.ctr,284,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b47,NA,CO_155,original_CO_155.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b50,NA,CO_156,original_CO_156.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b50,NA,CO_157,original_CO_157.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b58,NA,CO_158,original_CO_158.ctr,89,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b58,NA,CO_159,original_CO_159.ctr,63,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_16,original_CO_16.ctr,372,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b62,NA,CO_160,original_CO_160.ctr,130,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b62,NA,CO_161,original_CO_161.ctr,89,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b62,NA,CO_162,original_CO_162.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b66,NA,CO_163,original_CO_163.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b68,NA,CO_164,original_CO_164.ctr,145,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b68,NA,CO_165,original_CO_165.ctr,155,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b69,NA,CO_166,original_CO_166.ctr,12,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b69,NA,CO_167,original_CO_167.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b69,NA,CO_168,original_CO_168.ctr,15,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b70,NA,CO_169,original_CO_169.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_17,original_CO_17.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b70,NA,CO_170,original_CO_170.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b70,NA,CO_171,original_CO_171.ctr,24,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b70,NA,CO_172,original_CO_172.ctr,166,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b70,NA,CO_173,original_CO_173.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b71,NA,CO_174,original_CO_174.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b77,NA,CO_175,original_CO_175.ctr,94,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b80,NA,CO_176,original_CO_176.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b80,NA,CO_177,original_CO_177.ctr,89,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,24b94,NA,CO_178,original_CO_178.ctr,199,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a75,NA,CO_179,original_CO_179.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_18,original_CO_18.ctr,372,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a84,NA,CO_180,original_CO_180.ctr,15,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a84,NA,CO_181,original_CO_181.ctr,376,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a85,NA,CO_182,original_CO_182.ctr,94,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a91,NA,CO_183,original_CO_183.ctr,94,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a91,NA,CO_184,original_CO_184.ctr,26,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,27a93,NA,CO_185,original_CO_185.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,29b84,NA,CO_186,original_CO_186.ctr,89,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,29b84,NA,CO_187,original_CO_187.ctr,230,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,29b90,NA,CO_188,original_CO_188.ctr,63,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,29b90,NA,CO_189,original_CO_189.ctr,73,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Sf3a 381-387,NA,CO_19,original_CO_19.ctr,138,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,29b91,NA,CO_190,original_CO_190.ctr,56,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b87,NA,CO_191,original_CO_191.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b87,NA,CO_192,original_CO_192.ctr,48,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b87,NA,CO_193,original_CO_193.ctr,394,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b89,NA,CO_194,original_CO_194.ctr,94,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b96,NA,CO_195,original_CO_195.ctr,394,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b98,NA,CO_196,original_CO_196.ctr,394,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b98,NA,CO_197,original_CO_197.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b101,NA,CO_198,original_CO_198.ctr,367,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b103,NA,CO_199,original_CO_199.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 398-404,NA,CO_2,original_CO_2.ctr,138,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 409-414,NA,CO_20,original_CO_20.ctr,200,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,31b107,NA,CO_200,original_CO_200.ctr,394,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_21,original_CO_21.ctr,49,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_22,original_CO_22.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_23,original_CO_23.ctr,200,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_24,original_CO_24.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_25,original_CO_25.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_26,original_CO_26.ctr,55,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_27,original_CO_27.ctr,33,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_28,original_CO_28.ctr,346,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Sf3a 415-421,NA,CO_29,original_CO_29.ctr,293,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 398-404,NA,CO_3,original_CO_3.ctr,200,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,19a08,NA,CO_30,original_CO_30.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,19a09,NA,CO_31,original_CO_31.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a23,NA,CO_32,original_CO_32.ctr,73,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a23,NA,CO_33,original_CO_33.ctr,73,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a24,NA,CO_34,original_CO_34.ctr,73,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a24,NA,CO_35,original_CO_35.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a60,NA,CO_36,original_CO_36.ctr,15,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a69,NA,CO_37,original_CO_37.ctr,27,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a69,NA,CO_38,original_CO_38.ctr,155,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a77,NA,CO_39,original_CO_39.ctr,339,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 398-404,NA,CO_4,original_CO_4.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20a97,NA,CO_40,original_CO_40.ctr,332,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b11,NA,CO_41,original_CO_41.ctr,281,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b24,NA,CO_42,original_CO_42.ctr,264,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b57,NA,CO_43,original_CO_43.ctr,63,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b57,NA,CO_44,original_CO_44.ctr,24,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b60,NA,CO_45,original_CO_45.ctr,150,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b60,NA,CO_46,original_CO_46.ctr,150,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b77,NA,CO_47,original_CO_47.ctr,248,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,20b77,NA,CO_48,original_CO_48.ctr,16,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,22a01,NA,CO_49,original_CO_49.ctr,40,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,Copia de Copia de Sf3a 398-404,NA,CO_5,original_CO_5.ctr,328,NA,NA,NA,NA,NA,44
Colombian Amazon,Sotalia fluviatilis,Western Amazon,Riverine,Colombian Amazon,Sotalia - Colombia - Maria Claudia,22a25,NA,CO_50,original_CO_50.ctr,63,NA,NA,NA,NA,NA,44
